,0
3369,"""No cluster in current Unigene and no Genbank entry for R51547 (qualifier R51547)"""
3370,"""No cluster in current Unigene and no Genbank entry for R51644 (qualifier R51644)"""
3371,"""ESTs, Weakly similar to F38H4.7 [C.elegans]"""
3372,"""Guanylate cyclase mRNA, complete mature peptide"""
3373,"""No cluster in current Unigene and no Genbank entry for R51768 (qualifier R51768_f)"""
3374,"""No cluster in current Unigene and no Genbank entry for R51768 (qualifier R51768_f)"""
3375,"""No cluster in current Unigene and no Genbank entry for R51768 (qualifier R51768_i)"""
3376,"""ESTs, Weakly similar to guanylate kinase associated protein [H.sapiens]"""
3377,"""EST"""
3378,"""Somatostatin I gene and flanks"""
3379,"""RNH Ribonuclease/angiogenin inhibitor"""
3380,"""IgG Fc binding protein"""
3381,"""ESTs"""
3382,"""ESTs, Highly  similar to GENERAL VESICULAR TRANSPORT FACTOR P115 [Bos taurus]"""
3383,"""NUCLEOBINDIN PRECURSOR"""
3384,"""ESTs, Highly  similar to LARGE PROLINE-RICH PROTEIN BAT2 [Homo sapiens]"""
3385,"""ESTs"""
3386,"""ESTs, Weakly similar to hypothetical protein 2 [H.sapiens]"""
3387,"""ESTs"""
3388,"""ESTs"""
3389,"""Transmembrane protein mRNA"""
3390,"""EST"""
3391,"""Bcl2, p53 binding protein Bbp/53BP2 (BBP/53BP2) mRNA"""
3392,"""ESTs"""
3393,"""EST"""
3394,"""ESTs, Highly  similar to SHC TRANSFORMING PROTEINS 46.8 KD AND 51.7 KD [Homo sapiens]"""
3395,"""ESTs, Highly  similar to SHC TRANSFORMING PROTEINS 46.8 KD AND 51.7 KD [Homo sapiens]"""
3396,"""ESTs, Highly  similar to PUTATIVE GTP-BINDING PROTEIN MOV10 [Mus musculus]"""
3397,"""EST, Highly  similar to GRANZYME H PRECURSOR [Homo sapiens]"""
3398,"""EPS15 Epidermal growth factor receptor pathway substrate 15"""
3399,"""ESTs"""
3400,"""ESTs"""
3401,"""EST"""
3402,"""ESTs, Highly  similar to GENERAL NEGATIVE REGULATOR OF TRANSCRIPTION SUBUNIT 1 [Saccharomyces cerevisiae]"""
3403,"""ESTs"""
3404,"""DGUOK Deoxyguanosine kinase"""
3405,"""ESTs, Highly  similar to HOMEOTIC GENE REGULATOR [Drosophila melanogaster]"""
3406,"""ESTs, Highly  similar to CELL SURFACE ANTIGEN MS2 PRECURSOR [Mus musculus]"""
3407,"""BTF3 Basic transcription factor 3"""
3408,"""ESTs, Weakly similar to PHOSPHATIDYLETHANOLAMINE-BINDING PROTEIN [H.sapiens]"""
3409,"""ACVR2 Activin A receptor, type II"""
3410,"""Helicase II (RAD54L) mRNA"""
3411,"""Protein phosphatase 2C gamma"""
3412,"""No cluster in current Unigene and no Genbank entry for R53941 (qualifier R53941_f)"""
3413,"""No cluster in current Unigene and no Genbank entry for R53941 (qualifier R53941_i)"""
3414,"""ANT1 Adenine nucleotide translocator 1 (skeletal muscle)"""
3415,"""EST, Highly similar to N-CHIMAERIN [H.sapiens]"""
3416,"""No cluster in current Unigene and no Genbank entry for R53967 (qualifier R53967)"""
3417,"""ESTs, Highly similar to recepin [H.sapiens]"""
3418,"""ESTs"""
3419,"""ESTs"""
3420,"""No cluster in current Unigene and no Genbank entry for R54183 (qualifier R54183_f)"""
3421,"""ESTs"""
3422,"""ESTs, Moderately similar to RTP [H.sapiens]"""
3423,"""KIAA0080 gene, partial cds"""
3424,"""EST, Highly  similar to ORPHAN RECEPTOR TR2 [Homo sapiens]"""
3425,"""EST"""
3426,"""ESTs, Highly  similar to DNA-REPAIR PROTEIN COMPLEMENTING XP-D CELLS [Homo sapiens]"""
3427,"""ESTs"""
3428,"""No cluster in current Unigene and no Genbank entry for R54568 (qualifier R54568)"""
3429,"""Cam kinase I mRNA"""
3430,"""Cam kinase I mRNA"""
3431,"""LEUKOCYTE ELASTASE INHIBITOR"""
3432,"""ESTs, Highly  similar to DNA-REPAIR PROTEIN XRCC1 [Homo sapiens]"""
3433,"""EIF2B Eukaryotic translation initiation factor 2B epsilon"""
3434,"""Secretory carrier membrane protein (SCAMP3) mRNA"""
3435,"""METALLOPROTEINASE INHIBITOR 3 PRECURSOR"""
3436,"""FGFR1 Basic fibroblast growth factor (bFGF) receptor (shorter form)"""
3437,"""VON WILLEBRAND FACTOR PRECURSOR"""
3438,"""ESTs"""
3439,"""SRF Serum response factor (c-fos serum response element-binding transcription factor)"""
3440,"""SRF Serum response factor (c-fos serum response element-binding transcription factor)"""
3441,"""ESTs"""
3442,"""No cluster in current Unigene and no Genbank entry for R55204 (qualifier R55204)"""
3443,"""No cluster in current Unigene and no Genbank entry for R55204 (qualifier R55204)"""
3444,"""EST"""
3445,"""PML Probable transcription factor PML {alternative products}"""
3446,"""NGFR Nerve growth factor receptor"""
3447,"""NGFR Nerve growth factor receptor"""
3448,"""UQCRC1 Ubiquinol-cytochrome c reductase core protein I"""
3449,"""ESTs, Highly  similar to NADH-CYTOCHROME B5 REDUCTASE [Bos taurus]"""
3450,"""ESTs, Highly  similar to NADH-CYTOCHROME B5 REDUCTASE [Bos taurus]"""
3451,"""Putative potassium channel subunit (h-erg) mRNA"""
3452,"""Putative potassium channel subunit (h-erg) mRNA"""
3453,"""ESTs, Highly similar to leucine-rich-repeat protein [M.musculus]"""
3454,"""ESTs"""
3455,"""ESTs, Weakly similar to weakly similar to serine/threonine protein kinase [C.elegans]"""
3456,"""ESTs, Highly  similar to RETINOBLASTOMA BINDING PROTEIN 1 [Homo sapiens]"""
3457,"""No cluster in current Unigene and no Genbank entry for R55773 (qualifier R55773)"""
3458,"""Cell division control related protein (hCDCrel-1) mRNA"""
3459,"""Protein tyrosine kinase mRNA"""
3460,"""Protein tyrosine kinase mRNA"""
3461,"""Protein tyrosine kinase mRNA"""
3462,"""X11 protein mRNA, partial cds"""
3463,"""Protein phosphatase 2A beta subunit mRNA"""
3464,"""HLA-C Major histocompatibility complex, class I, C"""
3465,"""ESTs, Moderately  similar to OPIOID BINDING PROTEIN/CELL ADHESION MOLECULE PRECURSOR [Bos taurus]"""
3466,"""ESTs"""
3467,"""CMKRL1 Chemokine receptor-like 1"""
3468,"""No cluster in current Unigene and no Genbank entry for R56207 (qualifier R56207)"""
3469,"""Protein-tyrosine-phosphatase (tissue type: foreskin)"""
3470,"""ESTs, Weakly similar to ORF YPL212c [S.cerevisiae]"""
3471,"""RANBP1 RAN binding protein 1"""
3472,"""ESTs, Weakly similar to HYPOTHETICAL TRP-ASP REPEATS CONTAINING PROTEIN IN DAL80-GAP1 INTERGENIC REGION [S.cerevisiae]"""
3473,"""Retinoid X receptor-gamma mRNA"""
3474,"""No cluster in current Unigene and no Genbank entry for R56825 (qualifier R56825)"""
3475,"""ESTs, Weakly similar to unknown [S.cerevisiae]"""
3476,"""SH3 domain-containing protein SH3P17 mRNA"""
3477,"""YWHAH Tyrosine 3-monooxygenase/tryptophan 5-monooxygenase activation protein, eta polypeptide"""
3478,"""No cluster in current Unigene and no Genbank entry for R58976 (qualifier R58976)"""
3479,"""ESTs, Highly  similar to DIFF6 PROTEIN [Mus musculus]"""
3480,"""TUBB Beta-tubulin"""
3481,"""EST"""
3482,"""Protein kinase mRNA"""
3483,"""Protein kinase mRNA"""
3484,"""ESTs, Highly  similar to DNA-DIRECTED RNA POLYMERASE III 128 KD POLYPEPTIDE [Drosophila melanogaster]"""
3485,"""ESTs, Highly  similar to PHOSPHATIDYLINOSITOL 3-KINASE CATALYTIC SUBUNIT, BETA ISOFORM [Homo sapiens]"""
3486,"""ESTs"""
3487,"""Encoding CLA-1 mRNA"""
3488,"""Encoding CLA-1 mRNA"""
3489,"""ESTs"""
3490,"""SFRS2 Splicing factor, arginine/serine-rich 2"""
3491,"""PTPRZ Protein tyrosine phosphatase, receptor-type, zeta polypeptide"""
3492,"""ESTs"""
3493,"""ESTs"""
3494,"""MVK Mevalonate kinase"""
3495,"""CRHBP Corticotropin releasing hormone-binding protein"""
3496,"""F2R Coagulation factor II (thrombin) receptor"""
3497,"""F2R Coagulation factor II (thrombin) receptor"""
3498,"""ESTs"""
3499,"""No cluster in current Unigene and no Genbank entry for R60023 (qualifier R60023)"""
3500,"""ESTs"""
3501,"""ESTs, Highly  similar to LONG-CHAIN-FATTY-ACID--COA LIGASE, BRAIN ISOZYME [Rattus norvegicus]"""
3502,"""ESTs, Highly  similar to LONG-CHAIN-FATTY-ACID--COA LIGASE, BRAIN ISOZYME [Rattus norvegicus]"""
3503,"""ESTs"""
3504,"""ESTs"""
3505,"""ESTs, Highly  similar to CD9 ANTIGEN [Bos taurus]"""
3506,"""ESTs, Highly  similar to TRANSCRIPTION FACTOR BF-1 [Rattus norvegicus]"""
3507,"""ESTs, Highly  similar to TRANSCRIPTION FACTOR BF-1 [Rattus norvegicus]"""
3508,"""ESTs"""
3509,"""ESTs, Weakly similar to DIACYLGLYCEROL KINASE, GAMMA [Homo sapiens]"""
3510,"""AARS Alanyl-tRNA synthetase"""
3511,"""CSTF1 Cleavage stimulation factor, 3' pre-RNA, subunit 1, 50kD"""
3512,"""Onconeural ventral antigen-1 (Nova-1) mRNA"""
3513,"""Onconeural ventral antigen-1 (Nova-1) mRNA"""
3514,"""Onconeural ventral antigen-1 (Nova-1) mRNA"""
3515,"""RPS13 RNA polymerase II polypeptide B (140 kD)"""
3516,"""ESTs, Moderately similar to zinc finger protein [R.norvegicus]"""
3517,"""No cluster in current Unigene and no Genbank entry for R60749 (qualifier R60749)"""
3518,"""Transcription factor AREB6"""
3519,"""ESTs"""
3520,"""EST, Highly  similar to ADENYLATE CYCLASE, TYPE VIII [Homo sapiens]"""
3521,"""ESTs"""
3522,"""No cluster in current Unigene and no Genbank entry for R60944 (qualifier R60944)"""
3523,"""No cluster in current Unigene and no Genbank entry for R60944 (qualifier R60944)"""
3524,"""ESTs, Highly  similar to PRE-MRNA SPLICING FACTOR RNA HELICASE PRP22 [Saccharomyces cerevisiae]"""
3525,"""ESTs"""
3526,"""Cytoskeleton associated protein (CG22) mRNA"""
3527,"""ESTs"""
3528,"""ESTs"""
3529,"""ESTs, Highly  similar to MALATE OXIDOREDUCTASE [Columba livia]"""
3530,"""ESTs, Highly  similar to MALATE OXIDOREDUCTASE [Columba livia]"""
3531,"""KIAA0095 gene"""
3532,"""No cluster in current Unigene and no Genbank entry for R61366 (qualifier R61366)"""
3533,"""CENPB Centromere protein B (80kD)"""
3534,"""Tumor necrosis factor type 1 receptor associated protein (TRAP1) mRNA, partial cds"""
3535,"""ESTs, Highly  similar to CORONIN [Dictyostelium discoideum]"""
3536,"""HEK2 mRNA for protein tyrosine kinase receptor"""
3537,"""HEK2 mRNA for protein tyrosine kinase receptor"""
3538,"""HEK2 mRNA for protein tyrosine kinase receptor"""
3539,"""HEK2 mRNA for protein tyrosine kinase receptor"""
3540,"""HEK2 mRNA for protein tyrosine kinase receptor"""
3541,"""KIAA0006 gene, partial cds"""
3542,"""ESTs, Highly  similar to MATERNAL EFFECT PROTEIN STAUFEN [Drosophila melanogaster]"""
3543,"""ESTs, Weakly similar to Lpe5p [S.cerevisiae]"""
3544,"""Hlark mRNA"""
3545,"""ESTs, Weakly similar to TROPONIN C, ISOFORM 47D [D.melanogaster]"""
3546,"""ESTs, Highly  similar to LEUKOTOXIN SECRETION ATP-BINDING PROTEIN [Haemophilus actinomycetemcomitans]"""
3547,"""IL2RB Interleukin 2 receptor beta chain"""
3548,"""IL2RB Interleukin 2 receptor beta chain"""
3549,"""No cluster in current Unigene and no Genbank entry for R62946 (qualifier R62946_f)"""
3550,"""No cluster in current Unigene and no Genbank entry for R62946 (qualifier R62946_i)"""
3551,"""ESTs"""
3552,"""ESTs, Highly  similar to DEVELOPMENTAL PROTEIN SEVEN IN ABSENTIA [Drosophila melanogaster]"""
3553,"""ESTs"""
3554,"""No cluster in current Unigene and no Genbank entry for R63714 (qualifier R63714)"""
3555,"""No cluster in current Unigene and no Genbank entry for R63714 (qualifier R63714)"""
3556,"""ESTs"""
3557,"""No cluster in current Unigene and no Genbank entry for R63934 (qualifier R63934)"""
3558,"""No cluster in current Unigene and no Genbank entry for R63934 (qualifier R63934)"""
3559,"""ESTs, Highly  similar to RAS-LIKE PROTEIN TC21 [Homo sapiens]"""
3560,"""PPBP Connective tissue activation peptide III"""
3561,"""SCA1 Ataxin 1"""
3562,"""ESTs, Highly  similar to EOSINOPHIL LYSOPHOSPHOLIPASE [Homo sapiens]"""
3563,"""AF-4 mRNA"""
3564,"""No cluster in current Unigene and no Genbank entry for R66383 (qualifier R66383)"""
3565,"""No cluster in current Unigene and no Genbank entry for R66902 (qualifier R66902)"""
3566,"""GRANULOCYTE-MACROPHAGE COLONY-STIMULATING FACTOR RECEPTOR ALPHA CHAIN PRECURSOR"""
3567,"""No cluster in current Unigene and no Genbank entry for R67013 (qualifier R67013)"""
3568,"""ESTs"""
3569,"""MIF Macrophage migration inhibitory factor"""
3570,"""GPX4 Phospholipid hydroperoxide glutathione peroxidase"""
3571,"""GJA1 Cardiac gap junction protein"""
3572,"""ESTs, Moderately  similar to COLLAGEN ALPHA 1(XI) CHAIN PRECURSOR [Homo sapiens]"""
3573,"""ESTs, Highly  similar to GTPASE-ACTIVATING PROTEIN SPA-1 [Mus musculus]"""
3574,"""ESTs"""
3575,"""EST"""
3576,"""Alpha-tubulin mRNA"""
3577,"""CD36 CD36 antigen (collagen type I receptor, thrombospondin receptor)"""
3578,"""CD36 CD36 antigen (collagen type I receptor, thrombospondin receptor)"""
3579,"""EST"""
3580,"""Cysteine protease"""
3581,"""Arginine-rich nuclear protein mRNA"""
3582,"""ESTs, Highly  similar to PRE-MRNA SPLICING FACTOR RNA HELICASE PRP22 [Saccharomyces cerevisiae]"""
3583,"""ESTs"""
3584,"""ESTs"""
3585,"""EST"""
3586,"""EST"""
3587,"""ESTs, Weakly similar to PAIRED MESODERM HOMEOBOX PROTEIN 1 [H.sapiens]"""
3588,"""ESTs, Highly  similar to NEUROMODULIN [Homo sapiens]"""
3589,"""ESTs"""
3590,"""TXNRD1 Thioredoxin reductase"""
3591,"""No cluster in current Unigene and no Genbank entry for R69161 (qualifier R69161)"""
3592,"""FOLR1 Folate receptor 1 (adult)"""
3593,"""ESTs"""
3594,"""ESTs"""
3595,"""ESTs, Highly  similar to 26S PROTEASE REGULATORY SUBUNIT 6 [Homo sapiens]"""
3596,"""ESTs, Highly  similar to 26S PROTEASE REGULATORY SUBUNIT 6 [Homo sapiens]"""
3597,"""No cluster in current Unigene and no Genbank entry for R69552 (qualifier R69552)"""
3598,"""MEF2C MADS box transcription enhancer factor 2, polypeptide C (myocyte enhancer factor 2C)"""
3599,"""PGF Placental growth factor, vascular endothelial growth factor-related protein"""
3600,"""PGF Placental growth factor, vascular endothelial growth factor-related protein"""
3601,"""PGF Placental growth factor, vascular endothelial growth factor-related protein"""
3602,"""DCP1 Dipeptidyl carboxypeptidase 1 (angiotensin I converting enzyme)"""
3603,"""No cluster in current Unigene and no Genbank entry for R70200 (qualifier R70200)"""
3604,"""ESTs, Highly  similar to GUANINE NUCLEOTIDE DISSOCIATION STIMULATOR RALGDSA [Mus musculus]"""
3605,"""Microfibril-associated glycoprotein-2 MAGP-2 mRNA"""
3606,"""TNFAIP1 Tumor necrosis factor alpha inducible protein A20"""
3607,"""P2U nucleotide receptor mRNA"""
3608,"""TCRG T cell receptor gamma chain"""
3609,"""ESTs, Highly  similar to GTP:AMP PHOSPHOTRANSFERASE MITOCHONDRIAL [Bos taurus]"""
3610,"""EST"""
3611,"""RAB2 RAB2, member RAS oncogene family"""
3612,"""EST"""
3613,"""EST"""
3614,"""EST"""
3615,"""No cluster in current Unigene and no Genbank entry for R71383 (qualifier R71383)"""
3616,"""HLA-DMB Major histocompatibility complex, class II, DM beta"""
3617,"""XMP mRNA"""
3618,"""CSNK1E Casein kinase 1, epsilon"""
3619,"""ESTs"""
3620,"""ESTs, Weakly similar to EBNA-2 NUCLEAR PROTEIN [Human herpesvirus 4 (strain b95-8)]"""
3621,"""Protein tyrosine kinase mRNA"""
3622,"""Protein tyrosine kinase mRNA"""
3623,"""ESTs, Highly  similar to LAMININ GAMMA-1 CHAIN PRECURSOR [Homo sapiens]"""
3624,"""No cluster in current Unigene and no Genbank entry for R71875 (qualifier R71875)"""
3625,"""PCOLCE Procollagen C-endopeptidase enhancer"""
3626,"""ESTs"""
3627,"""KERATIN, TYPE I CYTOSKELETAL 14"""
3628,"""ESTs"""
3629,"""EIF5A Eukaryotic translation initiation factor 5A"""
3630,"""DNA-DIRECTED RNA POLYMERASE II 23 KD POLYPEPTIDE"""
3631,"""TCF3 Transcription factor 3 (E2A immunoglobulin enhancer binding factors E12/E47)"""
3632,"""ESTs, Highly  similar to LATENT TRANSFORMING GROWTH FACTOR BETA BINDING PROTEIN 1 PRECURSOR [Homo sapiens]"""
3633,"""ESTs, Highly  similar to LATENT TRANSFORMING GROWTH FACTOR BETA BINDING PROTEIN 1 PRECURSOR [Homo sapiens]"""
3634,"""ICAM3 Intercellular adhesion molecule 3"""
3635,"""ESTs, Highly  similar to [3-METHYL-2-OXOBUTANOATE DEHYDROGENASE [Rattus norvegicus]"""
3636,"""G PROTEIN-COUPLED RECEPTOR KINASE GRK5"""
3637,"""SLC4A2 Solute carrier family 4, anion exchanger, member 2 (erythrocyte membrane protein band 3-like 1)"""
3638,"""Growth-arrest-specific protein (gas) mRNA"""
3639,"""HLA-DQB1 Major histocompatibility complex, class II, DQ beta 1"""
3640,"""ESTs"""
3641,"""No cluster in current Unigene and no Genbank entry for R73490 (qualifier R73490)"""
3642,"""ESTs"""
3643,"""GAMMA-INTERFERON-INDUCIBLE PROTEIN IP-30 PRECURSOR"""
3644,"""SRPR Signal recognition particle receptor ('docking protein')"""
3645,"""No cluster in current Unigene and no Genbank entry for R73850 (qualifier R73850)"""
3646,"""ESTs, Highly  similar to MYOSIN LIGHT CHAIN KINASE [Dictyostelium discoideum]"""
3647,"""Pp52"""
3648,"""No cluster in current Unigene and no Genbank entry for R74203 (qualifier R74203)"""
3649,"""ESTs, Moderately  similar to PUTATIVE GENERAL NEGATIVE REGULATOR OF TRANSCRIPTION C16C9.04C [Schizosaccharomyces pombe]"""
3650,"""No cluster in current Unigene and no Genbank entry for R74326 (qualifier R74326)"""
3651,"""No cluster in current Unigene and no Genbank entry for R74345 (qualifier R74345)"""
3652,"""Platelet-endothelial tetraspan antigen 3 mRNA"""
3653,"""Platelet-endothelial tetraspan antigen 3 mRNA"""
3654,"""Platelet-endothelial tetraspan antigen 3 mRNA"""
3655,"""No cluster in current Unigene and no Genbank entry for R74364 (qualifier R74364)"""
3656,"""ESTs"""
3657,"""ESTs"""
3658,"""No cluster in current Unigene and no Genbank entry for R74454 (qualifier R74454)"""
3659,"""ENG Endoglin (Osler-Rendu-Weber syndrome 1)"""
3660,"""Carboxypeptidase Z precursor, mRNA"""
3661,"""ESTs, Highly  similar to FK506-BINDING PROTEIN PRECURSOR [Homo sapiens]"""
3662,"""No cluster in current Unigene and no Genbank entry for R75843 (qualifier R75843)"""
3663,"""Purinergic receptor P2Y5 mRNA"""
3664,"""ESTs, Highly similar to serine/threonine-specific protein kinase [H.sapiens]"""
3665,"""HS1 binding protein HAX-1 mRNA, nuclear gene encoding mitochondrial protein"""
3666,"""No cluster in current Unigene and no Genbank entry for R76469 (qualifier R76469)"""
3667,"""No cluster in current Unigene and no Genbank entry for R76469 (qualifier R76469)"""
3668,"""ESTs, Moderately similar to hypothetical protein H19 [M.musculus]"""
3669,"""ESTs"""
3670,"""Alpha-tubulin mRNA"""
3671,"""ESTs, Highly  similar to 15-HYDROXYPROSTAGLANDIN DEHYDROGENASE [Homo sapiens]"""
3672,"""ESTs, Highly  similar to LOW-DENSITY LIPOPROTEIN RECEPTOR 2 PRECURSOR [Xenopus laevis]"""
3673,"""ESTs, Highly  similar to COP1 REGULATORY PROTEIN [Arabidopsis thaliana]"""
3674,"""EUKARYOTIC INITIATION FACTOR 4A-LIKE NUK-34"""
3675,"""ESTs"""
3676,"""ESTs"""
3677,"""ESTs"""
3678,"""No cluster in current Unigene and no Genbank entry for R77751 (qualifier R77751)"""
3679,"""ESTs, Weakly similar to neurogenic secreted signaling protein [D.melanogaster]"""
3680,"""15-HYDROXYPROSTAGLANDIN DEHYDROGENASE"""
3681,"""64 KD AUTOANTIGEN D1"""
3682,"""No cluster in current Unigene and no Genbank entry for R78220 (qualifier R78220)"""
3683,"""ESTs, Highly  similar to HEAT SHOCK FACTOR PROTEIN 1 [Homo sapiens]"""
3684,"""ESTs"""
3685,"""No cluster in current Unigene and no Genbank entry for R78449 (qualifier R78449)"""
3686,"""ESTs, Weakly similar to !!!! ALU SUBFAMILY SX WARNING ENTRY !!!! [H.sapiens]"""
3687,"""ESTs, Highly  similar to PLASMA KALLIKREIN PRECURSOR [Mus musculus]"""
3688,"""ESTs, Highly  similar to PLASMA KALLIKREIN PRECURSOR [Mus musculus]"""
3689,"""NOS3 Nitric oxide synthase 3 (endothelial cell)"""
3690,"""COATOMER BETA' SUBUNIT"""
3691,"""FLN1 Filamin 1 (actin-binding protein-280)"""
3692,"""FLN1 Filamin 1 (actin-binding protein-280)"""
3693,"""FLN1 Filamin 1 (actin-binding protein-280)"""
3694,"""FLN1 Filamin 1 (actin-binding protein-280)"""
3695,"""FLN1 Filamin 1 (actin-binding protein-280)"""
3696,"""ESTs, Weakly similar to gene pp21 protein [H.sapiens]"""
3697,"""No cluster in current Unigene and no Genbank entry for R79368 (qualifier R79368)"""
3698,"""ANK3 Ankyrin G"""
3699,"""SERINE/THREONINE PROTEIN PHOSPHATASE 2B CATALYTIC SUBUNIT, BETA ISOFORM"""
3700,"""SERINE/THREONINE PROTEIN PHOSPHATASE 2B CATALYTIC SUBUNIT, BETA ISOFORM"""
3701,"""SERINE/THREONINE PROTEIN PHOSPHATASE 2B CATALYTIC SUBUNIT, BETA ISOFORM"""
3702,"""ESTs, Highly  similar to RAS-LIKE PROTEIN TC21 [Homo sapiens]"""
3703,"""ESTs, Highly  similar to IMMUNE SUPPRESSOR FACTOR J6B7 [Mus musculus]"""
3704,"""EST, Highly  similar to TRANSCRIPTION FACTOR BTEB [Rattus norvegicus]"""
3705,"""FPRL2 Formyl peptide receptor-like 1"""
3706,"""FPRL2 Formyl peptide receptor-like 1"""
3707,"""FPRL2 Formyl peptide receptor-like 1"""
3708,"""ESTs"""
3709,"""ESTs, Highly  similar to HEPATIC LECTIN [Gallus gallus]"""
3710,"""INTERLEUKIN-1 RECEPTOR, TYPE I PRECURSOR"""
3711,"""HnRNP-E2 mRNA"""
3712,"""Endothelial cell protein C/APC receptor (EPCR) mRNA"""
3713,"""ESTs, Weakly similar to MDM2 PROTEIN [Homo sapiens]"""
3714,"""ESTs, Weakly similar to MDM2 PROTEIN [Homo sapiens]"""
3715,"""EGFR Epidermal growth factor receptor"""
3716,"""EGFR Epidermal growth factor receptor"""
3717,"""PLA2G2A Phospholipase A2, group IIA (platelets, synovial fluid)"""
3718,"""ESTs"""
3719,"""ESTs, Highly  similar to CELL SURFACE GLYCOPROTEIN A15 [Homo sapiens]"""
3720,"""No cluster in current Unigene and no Genbank entry for R80778 (qualifier R80778)"""
3721,"""ESTs"""
3722,"""ESTs"""
3723,"""MAJOR HISTOCOMPATIBILITY COMPLEX ENHANCER-BINDING PROTEIN MAD3"""
3724,"""CLTB Clathrin, light polypeptide (Lcb)"""
3725,"""TRANSLATIONALLY CONTROLLED TUMOR PROTEIN"""
3726,"""MACS Myristoylated alanine-rich C-kinase substrate"""
3727,"""ITGB3 Integrin, beta 3 (platelet glycoprotein IIIa, antigen CD61)"""
3728,"""ESTs, Highly  similar to GENERAL VESICULAR TRANSPORT FACTOR P115 [Bos taurus]"""
3729,"""MAJOR GASTROINTESTINAL TUMOR-ASSOCIATED PROTEIN GA733-2 PRECURSOR"""
3730,"""No cluster in current Unigene and no Genbank entry for R81816 (qualifier R81816)"""
3731,"""Cdk-inhibitor p57KIP2 (KIP2) mRNA"""
3732,"""No cluster in current Unigene and no Genbank entry for R82523 (qualifier R82523_i)"""
3733,"""No cluster in current Unigene and no Genbank entry for R82523 (qualifier R82523_r_i)"""
3734,"""No cluster in current Unigene and no Genbank entry for R82523 (qualifier R82523_r_i)"""
3735,"""ESTs"""
3736,"""ESTs, Weakly similar to contains multiple regions of similarity to EGF-type repeats [C.elegans]"""
3737,"""ESTs, Weakly similar to contains multiple regions of similarity to EGF-type repeats [C.elegans]"""
3738,"""ESTs, Weakly similar to product of alternative splicing [D.melanogaster]"""
3739,"""CAG-isl 7 {trinucleotide repeat-containing sequence} [human, pancreas, mRNA Partial, 701 nt]"""
3740,"""FABP4 Fatty acid binding protein 4, adipocyte"""
3741,"""BTF3 Basic transcription factor 3"""
3742,"""No cluster in current Unigene and no Genbank entry for R83024 (qualifier R83024)"""
3743,"""No cluster in current Unigene and no Genbank entry for R83024 (qualifier R83024)"""
3744,"""ESTs, Highly  similar to SERINE/THREONINE-PROTEIN KINASE PLK [Mus musculus]"""
3745,"""POLR2A Polymerase (RNA) II (DNA directed) polypeptide A (220kD)"""
3746,"""EUKARYOTIC INITIATION FACTOR 4B"""
3747,"""ZNF42 Zinc finger protein 42 (myeloid-specific retinoic acid-responsive)"""
3748,"""ER LUMEN PROTEIN RETAINING RECEPTOR 1"""
3749,"""CLPP"""
3750,"""ESTs"""
3751,"""EST"""
3752,"""ESTs"""
3753,"""ESTs, Weakly similar to !!!! ALU SUBFAMILY SB1 WARNING ENTRY !!!! [H.sapiens]"""
3754,"""ESTs, Weakly similar to !!!! ALU SUBFAMILY SB1 WARNING ENTRY !!!! [H.sapiens]"""
3755,"""ESTs, Highly similar to alpha tectorin [M.musculus]"""
3756,"""ESTs"""
3757,"""ESTs"""
3758,"""ESTs, Highly  similar to INORGANIC PYROPHOSPHATASE [Bos taurus]"""
3759,"""MST1 Macrophage stimulating 1 (hepatocyte growth factor-like)"""
3760,"""ESTs, Highly  similar to 14-3-3 PROTEIN BETA/ALPHA [Homo sapiens]"""
3761,"""No cluster in current Unigene and no Genbank entry for R85654 (qualifier R85654_f)"""
3762,"""ESTs"""
3763,"""ESTs"""
3764,"""ESTs"""
3765,"""EST"""
3766,"""No cluster in current Unigene and no Genbank entry for R85981 (qualifier R85981_f)"""
3767,"""No cluster in current Unigene and no Genbank entry for R85981 (qualifier R85981_i)"""
3768,"""ESTs"""
3769,"""ESTs, Moderately similar to mitogen-activated kinase kinase kinase 5 [H.sapiens]"""
3770,"""A2M Alpha-2-macroglobulin"""
3771,"""A2M Alpha-2-macroglobulin"""
3772,"""A2M Alpha-2-macroglobulin"""
3773,"""PKU-alpha, partial cds"""
3774,"""No cluster in current Unigene and no Genbank entry for R87126 (qualifier R87126_f)"""
3775,"""No cluster in current Unigene and no Genbank entry for R87126 (qualifier R87126_i)"""
3776,"""No cluster in current Unigene and no Genbank entry for R87218 (qualifier R87218)"""
3777,"""No cluster in current Unigene and no Genbank entry for R87218 (qualifier R87218)"""
3778,"""No cluster in current Unigene and no Genbank entry for R87747 (qualifier R87747)"""
3779,"""No cluster in current Unigene and no Genbank entry for R87762 (qualifier R87762)"""
3780,"""ESTs, Highly  similar to EXTRACELLULAR SIGNAL-REGULATED KINASE 3 [Homo sapiens]"""
3781,"""GRIN1 Glutamate receptor, ionotropic, N-methyl D-aspartate 1"""
3782,"""GRIN1 Glutamate receptor, ionotropic, N-methyl D-aspartate 1"""
3783,"""No cluster in current Unigene and no Genbank entry for R88520 (qualifier R88520)"""
3784,"""TKT Transketolase (Wernicke-Korsakoff syndrome)"""
3785,"""No cluster in current Unigene and no Genbank entry for R88736 (qualifier R88736)"""
3786,"""ATP5 ATP synthase, H+ transporting, mitochondrial"""
3787,"""ESTs"""
